lotSize,age,landValue,livingArea,pctCollege,bedrooms,fireplaces,bathrooms,rooms,fuel,waterfront,newConstruction,PriceCat
.3,1,108900,2366,40,4,1,3,7,gas,No,Yes,2
.31,19,27000,1508,40,3,1,1.5,4,gas,No,No,1
1,50,20500,792,40,2,0,1,4,oil,No,No,1
.44,1,108900,3285,40,4,1,2.5,10,gas,No,No,2
.15,18,15100,1673,40,2,0,2,5,gas,No,No,1
.33,7,26000,2000,64,4,0,2.5,7,gas,No,No,2
.33,18,27000,1561,40,3,1,1.5,4,electric,No,No,2
.4,1,108900,2828,40,4,1,3,9,gas,No,Yes,2
.16,18,15100,1592,40,3,0,1.5,8,electric,No,No,1
.16,18,15100,1184,40,3,0,2,8,electric,No,No,1
.17,14,10200,1708,40,2,1,2,4,oil,No,No,2
.17,26,15200,1276,40,2,1,2,6,electric,No,No,1
.15,20,15100,1184,40,2,0,1.5,3,electric,No,No,1
.17,21,15800,908,40,2,0,1,5,electric,No,No,1
.95,15,32800,1612,64,3,1,2,6,gas,No,No,2
.16,19,15700,912,40,2,1,1.5,3,electric,No,No,1
.33,17,27000,1508,40,3,1,1.5,6,electric,No,No,2
.16,18,15100,1492,40,3,0,2.5,6,electric,No,No,1
.1,25,6000,874,40,3,1,1,5,electric,No,No,2
.59,33,26400,1573,64,4,1,2.5,6,gas,No,No,2
.24,115,7200,1227,64,3,1,1,5,gas,No,No,1
.53,13,31300,2494,64,3,1,2.5,7,gas,No,No,2
.17,21,15800,912,40,2,0,1.5,7,electric,No,No,1
.15,20,15700,988,40,2,0,1,7,electric,No,No,1
.54,1,108900,2762,40,4,1,3,9,gas,No,Yes,2
.64,33,26500,2625,64,4,1,2.5,10,gas,No,No,2
.47,28,24600,1222,64,2,0,1,6,electric,No,No,2
.49,1,108900,3144,40,4,1,2.5,10,gas,No,Yes,2
.45,16,25000,1173,40,3,1,1,5,gas,No,No,1
.17,21,15800,908,40,2,0,1,3,electric,No,No,1
.92,16,32700,2274,64,4,1,2.5,10,gas,No,No,2
.16,18,15700,908,40,2,0,1,4,gas,No,No,1
.43,16,25000,1540,40,3,0,1.5,6,gas,No,No,2
.49,28,24900,1196,64,4,1,2,7,gas,No,No,2
.45,16,25000,1780,40,3,1,1.5,9,gas,No,No,2
.34,1,108900,2670,40,4,1,3,8,gas,No,Yes,2
.34,26,27000,1581,40,3,1,1.5,5,gas,No,No,2
.15,18,15100,1592,40,3,0,1.5,7,electric,No,No,1
.37,14,31200,2011,40,4,1,2.5,8,gas,No,No,2
.27,105,56500,1391,40,2,1,1,4,electric,Yes,No,2
1.08,15,21100,2636,40,4,3,2.5,8,gas,No,No,2
.31,19,27000,1656,40,3,1,1.5,6,electric,No,No,2
.04,130,2400,1518,64,3,0,1,8,gas,No,No,1
.41,84,18200,1182,64,3,1,1.5,8,oil,No,No,1
.44,9,26000,1836,64,3,0,2.5,8,gas,No,No,2
.62,14,31600,1529,64,2,1,2,6,gas,No,No,2
.37,0,108900,2715,40,4,1,3,10,gas,No,Yes,2
.16,21,15100,1184,40,2,0,1.5,3,electric,No,No,1
.75,14,3700,1120,36,3,0,1.5,6,oil,No,No,1
.15,15,2500,1008,36,3,0,1,4,gas,No,No,1
.37,18,2500,1008,36,3,0,1,7,electric,No,No,1
.41,57,4800,2077,36,3,1,2,7,oil,No,No,2
1.61,26,4500,1572,36,3,0,1.5,4,electric,No,No,2
.63,34,5000,1874,36,4,0,1.5,9,oil,No,No,1
.11,50,1300,768,36,2,0,1,6,gas,No,No,1
.29,3,3800,1552,36,3,1,2.5,5,gas,No,No,1
1,1,3400,2331,36,4,1,2.5,8,gas,No,No,2
.36,48,3600,960,36,2,0,1,3,gas,No,No,1
.36,19,13000,1720,64,3,0,1.5,9,electric,No,No,2
.34,20,13000,1437,64,3,0,1.5,8,electric,No,No,2
.34,19,13000,1510,64,3,0,2,8,oil,No,No,1
.72,21,26000,3021,28,4,1,2.5,11,electric,No,No,2
.35,12,13000,1960,64,4,0,2.5,8,gas,No,No,2
.39,11,13000,2112,64,3,1,2.5,10,gas,No,No,2
.38,0,13000,2917,64,4,1,3,10,gas,No,No,2
.16,21,15700,912,40,2,1,1.5,4,electric,No,No,1
.37,1,108900,2244,40,3,1,2.5,10,gas,No,Yes,2
.15,18,15100,1202,40,2,0,1.5,4,electric,No,No,1
.34,19,27000,2601,40,4,1,2.5,10,gas,No,No,2
.81,1,108900,2492,40,3,1,2.5,9,gas,No,Yes,2
.3,1,108900,2680,40,4,0,2.5,11,gas,No,Yes,2
.35,1,108900,2271,40,3,1,2.5,6,gas,No,Yes,2
.33,17,27000,2012,40,3,1,3,6,electric,No,No,2
.09,13,6700,920,40,3,0,1,8,electric,No,No,1
1.94,5,110000,2111,40,3,1,2,9,gas,No,No,2
.15,20,15100,1184,40,3,1,2,4,gas,No,No,1
.32,1,108900,2627,40,4,1,3,10,gas,No,Yes,2
.39,1,108900,2641,40,4,1,3,9,gas,No,Yes,2
.51,25,25000,1736,40,3,1,1.5,8,gas,No,No,2
.31,19,27000,1656,40,3,1,1.5,7,electric,No,No,2
.15,22,15100,1168,40,3,1,1.5,6,electric,No,No,1
.15,18,15100,1385,40,2,1,1.5,3,gas,No,No,1
.18,85,3600,969,64,2,0,1,4,oil,No,No,1
.32,17,27000,1508,40,3,1,1.5,6,gas,No,No,2
.14,26,15100,1602,40,2,1,1.5,7,gas,No,No,1
.17,19,15800,912,40,2,1,1.5,4,electric,No,No,1
.15,18,15100,1128,40,2,0,1.5,3,electric,No,No,1
.16,18,15100,1514,40,3,1,1.5,5,electric,No,No,1
.37,19,27000,1535,40,3,0,2,5,electric,No,No,2
.45,1,108900,2722,40,4,0,3,9,gas,No,Yes,2
.44,1,108900,2711,40,4,1,2.5,9,gas,No,Yes,2
.88,1,108900,3020,40,4,1,3,11,gas,No,Yes,2
.5,1,108900,2712,40,4,0,2.5,10,gas,No,Yes,2
1,19,21400,2556,64,4,1,2.5,8,electric,No,No,2
.17,21,15200,1184,40,3,0,2,4,electric,No,No,1
.16,21,15700,912,40,2,1,1.5,3,gas,No,No,1
.32,18,27000,2212,40,4,1,2.5,10,gas,No,No,2
.09,25,15100,1602,40,2,1,1.5,3,gas,No,No,1
.47,1,108900,3285,40,4,1,3,12,gas,No,Yes,2
.15,20,15100,1406,40,2,0,1.5,3,electric,No,No,1
.34,20,27000,1472,40,3,1,2,6,gas,No,No,2
.17,57,10200,1072,40,2,0,1,6,oil,No,No,1
.48,15,30000,2504,64,5,1,2.5,10,gas,No,No,2
.16,18,15100,1184,40,2,0,1.5,3,electric,No,No,1
.15,20,15700,912,40,2,1,1.5,5,electric,No,No,1
.54,10,30000,2120,40,3,0,2.5,7,gas,No,No,2
.53,1,108900,3344,40,4,1,3.5,11,gas,No,Yes,2
.4,25,27000,2243,40,3,1,2.5,6,electric,No,No,2
.16,21,15700,908,40,2,0,1,3,electric,No,No,1
.55,1,108900,2714,40,4,0,3,12,gas,No,Yes,2
.33,18,27000,1360,40,3,1,1.5,8,electric,No,No,2
.47,27,24600,1719,64,3,1,1.5,5,electric,No,No,2
.48,28,24800,1404,64,3,1,1.5,6,electric,No,No,1
.56,0,108900,2134,40,4,1,2.5,9,gas,No,Yes,2
.17,20,15800,912,40,2,0,1.5,6,electric,No,No,1
.34,9,30000,1423,40,3,1,1.5,8,electric,No,No,2
.33,10,30000,2044,40,3,0,2,5,gas,No,No,2
.85,28,3900,896,36,2,0,1,4,oil,No,No,1
.37,55,4600,1380,36,3,1,1.5,6,oil,No,No,1
.34,41,3500,960,36,3,0,1,7,gas,No,No,1
.14,44,2400,840,36,2,0,1,4,gas,No,No,1
.54,35,5700,1820,36,4,0,1.5,8,gas,No,No,1
.92,19,5000,2144,36,3,1,2.5,8,oil,No,No,2
.1,17,5100,1610,36,3,0,2,8,gas,No,No,2
.75,6,1700,1752,36,3,0,2.5,7,gas,No,No,2
.38,36,3300,1729,36,4,1,1.5,8,gas,No,No,1
.59,37,4400,1056,36,3,0,1,6,gas,No,No,1
.42,21,12250,1292,64,3,0,1.5,6,electric,No,No,1
.41,35,7200,832,64,3,0,1,8,oil,No,No,1
.36,0,13000,2256,64,4,1,2.5,8,gas,No,Yes,2
.48,20,10000,1274,64,3,1,2,4,electric,No,No,2
.52,18,13000,1608,64,3,0,2.5,4,electric,No,No,2
.36,13,13000,1868,64,3,1,2.5,9,gas,No,No,2
.35,21,36500,1554,64,3,0,1,4,electric,No,No,1
.56,34,30800,3604,64,6,1,3.5,12,gas,No,No,2
.49,41,28600,1887,64,4,1,2.5,8,gas,No,No,2
2,52,84000,1326,64,3,0,1,7,oil,No,No,2
.49,30,28600,1876,64,3,1,2.5,6,gas,No,No,2
.4,34,30000,1672,64,3,1,0,5,gas,No,No,1
.57,35,34900,2064,64,4,1,2.5,6,gas,No,No,1
.21,19,19100,1138,64,2,1,1,4,electric,No,No,1
1,19,36000,1814,64,3,1,1.5,7,gas,No,No,2
.32,28,35000,2380,64,4,1,1.5,10,electric,No,No,2
.2,24,14000,976,64,2,0,2,3,electric,No,No,1
1,21,116300,2886,64,4,2,2.5,9,gas,No,No,2
.55,8,19300,2483,64,4,1,2.5,10,gas,No,No,2
.45,35,32300,1846,64,3,1,1.5,6,gas,No,No,2
.49,17,36900,2592,64,4,1,2.5,12,gas,No,No,2
.63,21,39100,1792,64,3,0,1.5,9,electric,No,No,2
.47,35,27800,2588,64,4,1,2.5,10,gas,No,No,2
.81,53,21600,1210,64,3,0,1,7,gas,No,No,1
.09,26,17600,1290,64,2,1,1.5,3,gas,No,No,1
.79,11,86900,2444,75,4,1,3,11,gas,No,No,2
.46,34,27400,2376,64,4,2,2.5,9,gas,No,No,2
.09,20,17600,1480,64,3,0,1.5,4,gas,No,No,1
.08,22,17200,1375,64,2,0,1.5,4,gas,No,No,1
.44,40,26600,2676,64,4,1,2.5,11,gas,No,No,2
.3,32,24500,1778,64,3,1,1.5,6,gas,No,No,2
.6,28,28800,2570,64,5,1,2.5,12,gas,No,No,2
.57,9,34900,1272,64,2,0,1.5,6,gas,No,No,2
.29,30,23900,1852,64,3,1,1.5,6,gas,No,No,2
.61,10,34700,2298,64,4,1,2.5,9,gas,No,No,2
.5,7,17500,2259,64,4,1,2.5,9,gas,No,No,2
.59,38,31700,2426,64,4,1,2.5,7,gas,No,No,2
.14,20,18400,1480,64,3,1,1.5,5,gas,No,No,1
.17,20,18700,1244,64,2,0,2,6,gas,No,No,1
.17,22,18700,1479,64,3,0,1.5,4,gas,No,No,1
.7,15,40000,2358,64,4,0,2.5,7,gas,No,No,2
.46,33,32700,1453,64,4,1,2,9,gas,No,No,2
.35,40,27800,2080,64,4,1,1.5,10,gas,No,No,1
6.15,64,73500,1960,64,3,1,1.5,9,oil,No,No,1
.44,3,13200,2600,64,4,1,2.5,10,gas,No,No,2
.85,18,40800,1897,64,4,1,2.5,7,gas,No,No,2
.47,37,27800,1872,64,4,1,2.5,9,gas,No,No,2
.06,27,16400,1260,64,2,1,1.5,6,gas,No,No,1
.21,21,14700,1228,64,3,1,1.5,5,gas,No,No,1
.5,35,34500,1956,64,4,0,2,7,gas,No,No,2
.05,19,16000,1480,64,3,0,2.5,6,gas,No,No,1
.35,42,27800,1793,64,4,1,1.5,9,gas,No,No,2
.73,34,35700,2078,64,4,1,1.5,6,gas,No,No,2
.69,26,27900,1666,64,3,1,1.5,4,gas,No,No,2
.46,21,27400,2378,64,3,1,2.5,9,gas,No,No,2
.06,27,16400,1452,64,3,1,1.5,5,gas,No,No,1
.28,22,32000,1792,64,3,1,1.5,5,electric,No,No,2
.92,16,35900,2290,75,4,1,2,7,oil,No,No,2
.17,1,116700,3511,64,4,1,2.5,12,gas,No,No,2
.41,39,30500,1922,64,4,0,1.5,9,gas,No,No,2
.5,20,29000,2263,64,4,1,2.5,11,gas,No,No,2
.41,35,30500,1672,64,4,0,1.5,6,gas,No,No,1
.26,30,21900,1902,64,3,1,1.5,5,gas,No,No,2
.06,20,16400,1479,64,2,1,1.5,7,gas,No,No,1
.12,20,18200,1314,64,2,1,1.5,5,electric,No,No,1
.17,18,18700,1302,64,2,0,1.5,4,electric,No,No,1
.67,40,34100,2310,64,5,1,2.5,10,gas,No,No,2
.66,9,75800,2880,64,4,1,2.5,11,gas,No,No,2
5.65,53,69400,1948,64,2,1,1.5,5,oil,No,No,2
.67,16,39600,1613,64,3,1,1.5,8,gas,No,No,2
.7,16,35000,2803,64,4,1,3,10,gas,No,No,2
.07,20,16800,1479,64,3,1,1.5,4,electric,No,No,1
.48,27,62000,2147,64,4,1,2.5,10,gas,No,No,2
.06,20,16400,1314,64,2,1,1.5,4,electric,No,No,1
.43,7,39000,2330,64,4,1,2.5,7,gas,No,No,2
.93,13,38300,1352,64,3,0,1,8,gas,No,No,1
.08,34,37300,2276,64,5,1,2.5,10,gas,No,No,2
.5,18,63500,2162,64,4,1,2.5,9,gas,No,No,2
.49,19,62800,2091,64,4,1,2.5,8,gas,No,No,2
.65,37,33500,2564,64,4,1,2.5,8,gas,No,No,2
.31,33,25100,2050,64,4,0,1.5,9,gas,No,No,2
.76,38,35300,1768,64,3,0,2,5,gas,No,No,2
.46,18,60500,2497,64,3,1,2.5,9,gas,No,No,2
.07,26,16800,1290,64,2,1,1.5,7,gas,No,No,1
.4,149,28000,1776,64,3,0,2,8,oil,No,No,1
.07,21,16800,1480,64,3,0,1.5,6,electric,No,No,1
.41,21,25400,1910,64,4,0,2.5,6,gas,No,No,2
4.2,29,70500,2828,64,3,1,2.5,10,electric,No,No,2
.46,3,16100,2535,64,4,1,2.5,10,gas,No,No,2
.46,36,27400,2576,64,4,1,2.5,12,gas,No,No,2
.4,21,28000,1500,64,3,0,1.5,7,gas,No,No,2
.14,20,18400,1480,64,3,0,1.5,8,electric,No,No,1
.57,16,68800,2250,64,3,1,2.5,8,gas,No,No,2
.47,19,36600,1831,64,3,1,2,5,gas,No,No,2
.49,19,62800,2214,64,4,1,2.5,10,gas,No,No,2
.46,31,32700,1846,64,3,0,1.5,7,gas,No,No,2
.05,19,16000,1302,64,2,0,1.5,6,gas,No,No,1
.55,33,50300,2212,64,4,1,2.5,9,gas,No,No,2
.34,40,39000,1783,64,4,1,2.5,10,gas,No,No,2
.1,21,18000,1480,64,2,1,1.5,7,electric,No,No,1
.15,37,38800,1794,64,3,0,2,6,oil,No,No,2
.3,32,24500,1918,64,4,1,1.5,6,gas,No,No,2
.07,21,16800,1480,64,3,1,1.5,8,gas,No,No,1
.45,35,32300,1756,64,4,1,1.5,7,gas,No,No,2
.91,17,77200,2499,64,4,1,3,7,gas,No,No,2
.56,34,30800,2310,64,5,1,3,8,gas,No,No,2
.56,0,37900,2950,64,4,1,2.5,12,gas,No,No,2
.6,20,71000,2702,64,4,3,2.5,10,gas,No,No,2
.3,15,34000,2288,64,3,1,2.5,8,gas,No,No,2
.42,35,30900,1838,64,4,0,1.5,7,gas,No,No,2
.42,27,25800,2310,64,4,1,2.5,10,gas,No,No,2
.33,85,24600,1152,52,3,0,1,6,electric,No,No,1
.34,22,22600,1577,64,3,0,2,8,gas,No,No,2
.54,19,30200,2175,64,4,1,2.5,10,gas,No,No,2
.29,23,19500,1375,64,2,0,1.5,4,gas,No,No,1
.37,27,23800,1616,64,3,1,3,8,gas,No,No,2
.54,38,34700,1954,64,4,1,2,10,gas,No,No,2
.61,34,32300,2728,64,4,1,2.5,10,gas,No,No,2
.64,35,33200,2553,64,4,1,2.5,9,gas,No,No,2
.34,3,11900,1963,64,4,1,2.5,8,gas,No,No,2
.45,43,27000,2564,64,4,1,2.5,11,gas,No,No,2
.33,19,35500,1792,64,3,1,1.5,7,gas,No,No,2
.35,40,27800,1663,64,3,1,1,8,gas,No,No,2
.49,6,17200,2070,64,4,1,2.5,6,gas,No,No,2
.46,26,48000,2588,64,4,1,2.5,12,oil,No,No,2
.54,35,30200,2276,64,5,1,2.5,9,gas,No,No,2
.48,45,28200,1732,64,4,0,2,7,gas,No,No,2
.63,39,32900,2310,64,5,1,2.5,9,gas,No,No,2
.63,38,22100,1742,52,4,1,1,10,gas,No,No,1
.41,36,25400,2802,64,4,1,2.5,8,gas,No,No,2
.46,16,36400,1902,64,4,1,2.5,6,gas,No,No,2
.46,22,48000,2030,64,4,1,2.5,10,gas,No,No,2
.57,59,29900,1498,75,2,1,1,7,gas,No,No,1
.55,20,67300,2116,64,3,1,2.5,10,gas,No,No,2
.83,37,35700,2108,64,4,1,2.5,10,gas,No,No,1
.06,16,1600,1480,40,2,1,2.5,4,gas,No,No,1
.21,1,32000,2427,40,3,0,2.5,9,gas,No,Yes,2
.31,12,10400,1348,40,2,0,2,5,gas,No,No,1
.25,13,9000,1391,40,3,0,2,8,gas,No,No,2
1.4,2,74800,3422,62,4,1,4,12,gas,No,Yes,2
.51,1,74800,2686,62,4,1,3,10,gas,No,Yes,2
.15,14,5400,1034,40,2,0,1.5,3,gas,No,No,1
.29,14,9700,1072,40,2,0,1,7,gas,No,No,1
.25,12,15200,1512,40,3,0,2,8,gas,No,No,2
5,17,24100,1008,40,2,0,1,5,electric,No,No,2
.06,17,1600,1480,40,3,1,1.5,5,gas,No,No,1
.51,34,16600,912,40,3,0,1,4,gas,No,No,1
.07,17,1800,1480,40,3,1,1.5,7,gas,No,No,1
1.25,16,11900,1558,62,3,1,2,7,electric,No,No,2
.04,0,74800,2648,62,4,1,2.5,11,gas,No,Yes,2
.39,26,9800,2248,40,4,0,1,10,gas,No,No,1
.73,85,16400,1461,40,3,0,1,6,oil,No,No,1
.23,11,7700,1470,40,3,1,2.5,8,gas,No,No,2
.5,8,4000,1900,40,3,0,1.5,6,gas,No,No,2
.1,8,13000,2054,62,4,0,2.5,6,gas,No,No,2
.07,16,1800,1480,40,2,1,2.5,4,gas,No,No,1
.24,14,8600,1822,40,3,0,2,9,gas,No,No,2
.01,12,17900,1620,62,3,1,2.5,5,gas,No,No,2
.1,14,21000,2120,62,4,0,2.5,8,gas,No,No,2
.27,1,74800,3009,62,5,1,3.5,12,gas,No,Yes,2
.45,35,9000,1791,40,4,0,1,10,gas,No,No,1
.07,16,1800,1480,40,2,1,2.5,3,electric,No,No,1
1.75,14,20600,1300,40,3,0,2,4,electric,No,No,2
.07,16,1800,1480,40,3,1,1.5,5,gas,No,No,1
.02,15,9700,1876,40,3,0,2,6,gas,No,No,2
.24,13,8000,1564,40,3,0,2,5,gas,No,No,1
.28,70,9800,1248,40,3,0,1.5,4,gas,No,No,1
.11,16,2900,1480,40,2,0,2.5,4,gas,No,No,1
.55,12,19300,2281,62,4,1,2.5,7,gas,No,No,2
.4,38,8000,2395,40,3,1,1.5,6,gas,No,No,2
.05,15,16800,1915,40,4,1,2.5,10,gas,No,No,2
.3,12,10800,1400,40,3,2,1.5,4,gas,No,No,2
.37,38,9300,1104,40,4,0,1,9,gas,No,No,1
.43,14,13500,1796,40,3,1,2.5,8,gas,No,No,2
.13,15,13700,1512,40,3,0,1.5,6,gas,No,No,2
.09,95,3200,1646,40,3,0,1,5,gas,No,No,1
.5,5,4000,1868,40,3,1,2.5,7,gas,No,No,2
.19,15,6800,1301,40,3,0,1.5,4,gas,No,No,1
.95,15,11200,1652,62,3,0,2,7,electric,No,No,2
.35,33,8500,1056,62,3,0,1,7,oil,No,No,1
.51,22,15100,2312,62,3,0,1.5,10,gas,No,No,2
.48,15,19200,2072,62,3,0,2.5,5,gas,No,No,2
.46,20,7800,1200,62,2,0,1,6,electric,No,No,1
.48,33,12000,1764,62,3,1,1.5,7,oil,No,No,1
.02,17,20100,960,62,3,0,1,4,gas,No,No,1
.17,22,15800,988,51,2,0,2,4,gas,No,No,1
.17,19,15200,1514,51,3,0,1.5,7,electric,No,No,1
.51,13,26900,1320,61,3,0,2,7,gas,No,No,2
.69,1,83500,2719,61,3,1,2,9,gas,No,Yes,2
.61,11,41700,1796,61,3,1,2.5,6,gas,No,No,2
.38,4,53900,1709,61,3,1,2.5,5,gas,No,No,2
.4,1,233000,3008,61,4,1,2.5,11,gas,No,Yes,2
.42,71,18600,1350,61,3,0,1,5,oil,No,No,1
.47,20,20000,1200,61,3,0,1.5,7,electric,No,No,2
.47,3,53900,1857,61,3,1,2.5,6,gas,No,No,2
.66,15,31200,2305,51,4,1,2.5,11,gas,No,No,2
.49,1,15000,2184,51,3,1,2.5,10,gas,No,Yes,2
.32,116,16400,1668,51,3,0,2,7,gas,No,No,2
.44,1,108900,2712,51,4,1,2.5,12,gas,No,Yes,2
.16,20,15700,912,51,2,0,1.5,3,electric,No,No,1
.34,21,27000,1508,51,3,0,1.5,4,electric,No,No,2
.46,28,24500,1232,61,3,1,1,6,electric,No,No,1
.36,106,35900,1836,51,4,1,1.5,6,gas,No,No,2
.16,176,46200,4486,51,6,1,4,12,gas,No,No,2
4.21,38,70400,2204,51,3,2,2,8,oil,No,No,2
.16,19,15100,1184,51,3,0,2,7,gas,No,No,1
.49,1,15000,2184,51,3,1,2.5,8,gas,No,Yes,2
.32,116,16400,1668,51,3,0,2,5,gas,No,No,2
.44,1,108900,2712,51,4,1,2.5,11,gas,No,Yes,2
.16,20,15700,912,51,2,0,1.5,5,electric,No,No,1
.34,21,27000,1508,51,3,0,1.5,4,electric,No,No,2
.46,28,24500,1232,61,3,1,1,4,electric,No,No,1
.32,15,4650,960,61,3,0,1,4,electric,No,No,1
.36,106,35900,1836,51,4,1,1.5,8,gas,No,No,2
.87,12,56300,1836,61,4,1,1.5,6,gas,No,No,2
.34,42,27100,1803,61,4,0,1.5,6,gas,No,No,2
.17,9,20400,1463,61,3,1,2,8,gas,No,No,2
.07,27,16800,1290,61,2,1,1.5,7,gas,No,No,1
.53,38,29900,2310,61,5,1,2.5,10,gas,No,No,2
.43,40,26200,1664,61,3,1,2,4,gas,No,No,2
.06,21,16400,1479,61,3,0,1.5,8,gas,No,No,1
.26,7,9100,2483,61,4,1,2.5,8,gas,No,No,2
.46,4,60500,2480,61,4,1,2.5,10,gas,No,No,2
.36,121,33000,2699,61,6,1,1,12,oil,No,No,2
.3,28,34000,1676,61,3,1,2.5,8,gas,No,No,2
.54,38,30200,2816,61,5,1,2.5,10,gas,No,No,1
.37,26,23800,1966,61,3,0,1.5,7,gas,No,No,2
.54,39,34700,2112,61,4,1,1.5,9,gas,No,No,2
.77,9,74400,2762,61,4,1,2.5,12,gas,No,No,2
.66,23,72200,2184,61,3,1,2.5,9,gas,No,No,2
.07,22,16800,1480,61,3,0,1.5,7,electric,No,No,1
.53,39,34700,1624,61,3,0,1,4,gas,No,No,1
.54,19,30200,1650,61,3,1,2,4,gas,No,No,2
1.34,34,36700,1313,61,2,0,1.5,3,electric,No,No,1
.65,19,33500,2600,61,4,1,2.5,11,gas,No,No,2
.13,22,18300,945,61,2,0,1,5,gas,No,No,1
.28,57,23200,1121,61,3,0,1.5,4,oil,No,No,1
.81,0,7300,2288,61,3,1,2.5,8,gas,No,Yes,2
.41,5,43400,2718,61,4,1,2.5,12,gas,No,No,2
.58,42,31400,2464,61,4,1,2.5,8,gas,No,No,2
.43,41,45800,2426,61,4,2,2,7,gas,No,No,2
.38,32,24200,2310,61,5,1,2.5,11,gas,No,No,2
.94,37,36200,2564,61,4,1,2.5,11,gas,No,No,2
.39,9,20400,1099,51,2,0,1,3,gas,No,No,1
.24,48,16800,1225,51,3,1,1,7,gas,No,No,1
.59,86,26000,1959,51,3,0,1,6,gas,No,No,1
